Title,Issn,SJR,H index
IEEE/CAA Journal of Automatica Sinica,"23299266, 23299274",3.218,67
Duke Mathematical Journal,"15477398, 00127094",3.217,90
Circulation: Heart Failure,"19413297, 19413289",3.215,128
Trends in Plant Science,"13601385, 18784372",3.213,293
Current Opinion in Structural Biology,"1879033X, 0959440X",3.212,213
Current Opinion in Plant Biology,"18790356, 13695266",3.206,223
International Materials Reviews,"09506608, 17432804",3.206,125
Transportation Research Part B: Methodological,01912615,3.205,160
Surface Science Reports,"01675729, 1879274X",3.204,126
RAND Journal of Economics,"17562171, 07416261",3.202,121
npj Flexible Electronics,23974621,3.197,36
npj Vaccines,20590105,3.197,39
Medical Image Analysis,"13618415, 13618423",3.195,159
IEEE Transactions on Industrial Electronics,02780046,3.194,323
Communications in Transportation Research,27724247,3.188,15
Contemporary Educational Psychology,"0361476X, 10902384",3.187,123
Systematic Biology,"1076836X, 10635157",3.185,196
"Journal of Neurology, Neurosurgery and Psychiatry","1468330X, 00223050",3.178,225
Strategic Entrepreneurship Journal,"19324391, 1932443X",3.175,61
"Lancet Regional Health - Americas, The",2667193X,3.174,15
Progress in Lipid Research,"18732194, 01637827",3.158,162
Journal of Materials Chemistry A,"20507496, 20507488",3.156,270
Laser and Photonics Reviews,"18638880, 18638899",3.147,135
Journal of Development Economics,03043878,3.139,160
Journal of Business Logistics,"21581592, 07353766",3.135,90
Thorax,"14683296, 00406376",3.133,242
Foundations and Trends in Information Retrieval,"15540669, 15540677",3.128,35
Environmental Science &amp; Technology,"0013936X, 15205851",3.123,456
Production and Operations Management,"10591478, 19375956",3.12,129
Physical Review Letters,"10797114, 00319007",3.118,674
Review of Environmental Economics and Policy,"17506824, 17506816",3.117,62
Seminars in Cancer Biology,"10963650, 1044579X",3.115,169
Stata Journal,1536867X,3.115,94
Human Resource Management Review,10534822,3.106,111
Health Psychology Review,"17437202, 17437199",3.101,66
Annals of Probability,00911798,3.099,92
Green Synthesis and Catalysis,26665549,3.094,21
IEEE Wireless Communications Letters,"21622345, 21622337",3.092,87
"Astrophysical Journal, Supplement Series","15384365, 00670049",3.086,262
Journal of Thrombosis and Haemostasis,"15387836, 15387933",3.086,204
Conservation Letters,1755263X,3.083,97
Journal of the Association of Environmental and Resource Economists,"23335963, 23335955",3.078,32
Journal of Urban Economics,"10959068, 00941190",3.076,126
Environment international,"18736750, 01604120",3.075,227
IUCrJ,20522525,3.072,53
Blood advances,"24739529, 24739537",3.07,69
American Journal of Obstetrics and Gynecology,"00029378, 10976868",3.068,250
Journal of Management Information Systems,"1557928X, 07421222",3.064,161
Pharmacology and Therapeutics,"1879016X, 01637258",3.063,220
Political Communication,"10584609, 10917675",3.061,98
Journal of Advanced Ceramics,"22278508, 22264108",3.058,48
Autism in Adulthood,"25739581, 2573959X",3.057,7
Sleep Medicine Reviews,"15322955, 10870792",3.053,168
Emerging Infectious Diseases,"10806040, 10806059",3.05,255
Journal of Politics,"14682508, 00223816",3.048,138
New Phytologist,"14698137, 0028646X",3.047,285
IEEE Journal of Solid-State Circuits,"1558173X, 00189200",3.043,230
Archive for Rational Mechanics and Analysis,"00039527, 14320673",3.041,105
Energy Economics,"01409883, 18736181",3.039,187
"Brain, Behavior, and Immunity","10902139, 08891591",3.033,184
CCS Chemistry,20965745,3.03,34
Current Directions in Psychological Science,"14678721, 09637214",3.028,196
International Journal of Production Economics,09255273,3.028,214
Current Opinion in Neurobiology,"09594388, 18736882",3.026,242
Journal of Child Psychology and Psychiatry and Allied Disciplines,"00219630, 14697610",3.025,234
Geometric and Functional Analysis,"14208970, 1016443X",3.024,74
Explorations in Economic History,00144983,3.017,51
Structural Equation Modeling,"15328007, 10705511",3.014,116
Contemporary Accounting Research,08239150,3.012,115
Ageing Research Reviews,15681637,3.007,145
"Transportation Research, Part E: Logistics and Transportation Review",13665545,3.005,134
SIAM Review,"10957200, 00361445",3.002,125
Journal of Internal Medicine,"09546820, 13652796",2.992,177
Journal of Population Economics,"14321475, 09331433",2.986,81
Circulation: Arrhythmia and Electrophysiology,"19413084, 19413149",2.985,119
Plant Communications,25903462,2.985,26
Review of Research in Education,"0091732X, 19351038",2.985,69
Cancer Research,"00085472, 15387445",2.984,483
Advanced Drug Delivery Reviews,"0169409X, 18728294",2.982,348
Journal of Consumer Psychology,"15327663, 10577408",2.978,130
npj Computational Materials,20573960,2.977,64
International Journal of Production Research,"00207543, 1366588X",2.976,170
Trends in Molecular Medicine,"1471499X, 14714914",2.974,195
National Science Review,"20955138, 2053714X",2.972,86
Wiley Interdisciplinary Reviews: Climate Change,"17577799, 17577780",2.972,97
Organizational Psychology Review,"20413866, 20413874",2.97,36
American Journal of Kidney Diseases,"15236838, 02726386",2.969,231
Circulation. Genomic and precision medicine,25748300,2.966,92
Journal of Sustainable Tourism,"09669582, 17477646",2.966,127
Business and Society,"00076503, 15524205",2.965,90
Trends in Pharmacological Sciences,"18733735, 01656147",2.964,234
Computer-Aided Civil and Infrastructure Engineering,"14678667, 10939687",2.962,99
Liver Cancer,"22351795, 16645553",2.955,48
Journal of the ACM,"00045411, 1557735X",2.953,133
Journal of Differential Geometry,"0022040X, 1945743X",2.952,78
Annals of Surgery,"15281140, 00034932",2.951,335
IEEE Open Journal of the Communications Society,2644125X,2.95,26
Global Environmental Change,"09593780, 18729495",2.945,208
Bioinformatics,"13674803, 14602059",2.94,442
Soil Biology and Biochemistry,00380717,2.934,250
Annales Scientifiques de l'Ecole Normale Superieure,00129593,2.932,59
Clinical Gastroenterology and Hepatology,"15427714, 15423565",2.928,194
International Journal of Hospitality Management,02784319,2.928,151
Annual Review of Biomedical Engineering,"15239829, 15454274",2.927,148
Acta Materialia,13596454,2.926,340
Journal of Vocational Behavior,"10959084, 00018791",2.926,175
Opto-Electronic Advances,20964579,2.913,30
Environmental Science and Technology Letters,23288930,2.909,86
JACC: Cardiovascular Interventions,"18767605, 19368798",2.909,140
Applied Energy,03062619,2.907,264
JHEP Reports,25895559,2.907,30
Wiley interdisciplinary reviews. RNA,"17577012, 17577004",2.907,85
Science Bulletin,"20959273, 20959281",2.902,132
American Journal of Hematology,"03618609, 10968652",2.901,121
eBioMedicine,23523964,2.9,98
Critical Reviews in Environmental Science and Technology,"15476537, 10643389",2.899,131
European Journal of Cancer,"09598049, 18790852",2.898,235
Transport Reviews,"01441647, 14645327",2.898,100
Supply Chain Management,13598546,2.896,135
Journal of Business Research,01482963,2.895,236
Wiley Interdisciplinary Reviews: Computational Molecular Science,"17590876, 17590884",2.889,98
Metabolism: Clinical and Experimental,"00260495, 15328600",2.886,155
American Journal of Sociology,"00029602, 15375390",2.884,197
Transportation Research Part C: Emerging Technologies,0968090X,2.882,164
Progress in Aerospace Sciences,03760421,2.881,129
Robotics and Computer-Integrated Manufacturing,07365845,2.881,111
Array,25900056,2.88,7
Proceedings - IEEE INFOCOM,0743166X,2.877,237
Journal of Service Management,17575818,2.875,77
Journal of Economic Theory,"10957235, 00220531",2.873,108
IEEE Transactions on Medical Imaging,"02780062, 1558254X",2.872,246
Business Strategy and the Environment,"10990836, 09644733",2.87,131
npj Climate and Atmospheric Science,23973722,2.87,36
Chemistry of Materials,"15205002, 08974756",2.869,409
"Genomics, Proteomics and Bioinformatics",16720229,2.869,64
European Journal of Personality,"08902070, 10990984",2.868,97
"BMJ, The","09598146, 17561833",2.867,477
British Journal of Cancer,"15321827, 00070920",2.867,259
Journal of Crohn's and Colitis,18739946,2.866,101
Pediatrics,"00314005, 10984275",2.864,378
Memoirs of the American Mathematical Society,00659266,2.863,69
Implementation Science,17485908,2.861,126
Soft Robotics,21695172,2.859,63
International Journal of Management Reviews,"14608545, 14682370",2.857,128
Psychological Science,"09567976, 14679280",2.854,300
Critical Reviews in Biochemistry and Molecular Biology,"10409238, 15497798",2.852,117
Long Range Planning,"00246301, 18731872",2.852,118
Journal of Anxiety Disorders,"08876185, 18737897",2.85,134
Limnology And Oceanography Letters,23782242,2.848,35
Child Development Perspectives,"17508606, 17508592",2.844,86
International Journal of Plasticity,07496419,2.84,160
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,13895567,2.837,100
Journal of Research in Interactive Marketing,20407122,2.833,50
Science Signaling,"19450877, 19379145",2.83,174
Milbank Quarterly,"0887378X, 14680009",2.828,111
Transportation Science,"15265447, 00411655",2.827,123
New Astronomy Reviews,13876473,2.825,62
Foundations and Trends in Finance,"15672409, 15672395",2.823,22
Analysis and PDE,"1948206X, 21575045",2.818,37
Emerging Microbes and Infections,22221751,2.815,84
International Journal of Epidemiology,"14643685, 03005771",2.815,232
Reviews in Physics,24054283,2.811,23
Molecular Metabolism,22128778,2.809,89
Current Biology,"18790445, 09609822",2.806,347
European Review of Social Psychology,"10463283, 1479277X",2.806,73
Methods in Ecology and Evolution,2041210X,2.805,140
Blood Reviews,"15321681, 0268960X",2.803,105
Chemical Engineering Journal,13858947,2.803,280
IEEE Transactions on Vehicular Technology,"00189545, 19399359",2.802,204
Journal des Mathematiques Pures et Appliquees,00217824,2.801,69
Psychological Review,"19391471, 0033295X",2.801,230
"Arteriosclerosis, Thrombosis, and Vascular Biology","10795642, 15244636",2.798,287
Mucosal Immunology,"19353456, 19330219",2.792,119
Alimentary Pharmacology and Therapeutics,"02692813, 13652036",2.786,195
Critical Care Medicine,"00903493, 15300293",2.785,294
Communication Research,"00936502, 15523810",2.779,118
American Journal of Transplantation,"16006135, 16006143",2.776,210
Plant Biotechnology Journal,"14677644, 14677652",2.776,137
Space Science Reviews,"15729672, 00386308",2.768,169
Wiley Interdisciplinary Reviews: Developmental Biology,"17597684, 17597692",2.768,56
Materials Today Physics,25425293,2.767,54
JAMA Dermatology,"21686068, 21686084",2.766,179
Sociological Science,23306696,2.766,35
Chemical Science,"20416520, 20416539",2.762,209
Hypertension,"0194911X, 15244563",2.758,288
Journal of Energy Chemistry,20954956,2.754,93
Behavior Research Methods,"15543528, 1554351X",2.753,160
Information Systems Journal,"13501917, 13652575",2.748,100
Medicinal Research Reviews,"01986325, 10981128",2.748,141
Stroke,"15244628, 00392499",2.746,343
Genetics in Medicine,"10983600, 15300366",2.745,149
Journal of Manufacturing Systems,02786125,2.742,92
Aging Cell,"14749726, 14749718",2.738,163
Bioactive Materials,2452199X,2.738,65
Nous,"14680068, 00294624",2.738,78
European Stroke Journal,"23969881, 23969873",2.737,29
Cancer,"0008543X, 10970142",2.736,327
Allergy: European Journal of Allergy and Clinical Immunology,"01054538, 13989995",2.734,191
Small Business Economics,"15730913, 0921898X",2.732,157
Quarterly Reviews of Biophysics,"00335835, 14698994",2.73,105
International Journal of Robotics Research,"02783649, 17413176",2.729,180
Journal of Integrative Plant Biology,"16729072, 17447909",2.729,101
Annual Review of Vision Science,"23744650, 23744642",2.727,37
Astrophysical Journal Letters,"20418213, 20418205",2.726,184
Journal of Industrial Information Integration,2452414X,2.723,42
"Vital and health statistics. Series 2, Data evaluation and methods research","00832057, 23330872",2.723,31
Journal of Statistical Software,15487660,2.722,169
Trends in Biotechnology,"01677799, 18793096",2.721,242
Biomaterials,"01429612, 18785905",2.716,418
IEEE Transactions on Robotics,15523098,2.716,177
Journal of Big Data,21961115,2.714,61
Journal of Heart and Lung Transplantation,"15573117, 10532498",2.71,151
International Journal of Behavioral Nutrition and Physical Activity,14795868,2.709,142
Research and Politics,20531680,2.704,31
Quantum,2521327X,2.702,45
Obesity Reviews,"1467789X, 14677881",2.699,187
Current Opinion in Immunology,09527915,2.698,204
European Respiratory Review,"16000617, 09059180",2.695,88
International Security,"15314804, 01622889",2.694,120
Journal of Travel Medicine,"11951982, 17088305",2.69,69
Information and Management,03787206,2.688,182
Computer Science Review,15740137,2.685,60
"Resources, Conservation and Recycling","18790658, 09213449",2.682,170
Omega,03050483,2.679,160
Cancer Communications,25233548,2.677,69
IEEE Transactions on Intelligent Transportation Systems,"15580016, 15249050",2.674,182
World Politics,"00438871, 10863338",2.67,122
npj 2D Materials and Applications,23977132,2.665,43
Progress in Neurobiology,"18735118, 03010082",2.664,249
Industrial Marketing Management,00198501,2.658,161
Biochimica et Biophysica Acta - Reviews on Cancer,0304419X,2.657,151
Advanced Fiber Materials,"25247921, 2524793X",2.653,26
IEEE Transactions on Information Forensics and Security,15566013,2.652,154
Seminars in Immunology,"10445323, 10963618",2.652,141
Sociological Theory,"07352751, 14679558",2.651,85
Alzheimer's Research and Therapy,17589193,2.65,88
Developmental Review,"02732297, 10902406",2.649,108
International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,-,2.649,100
Journal of Innovation and Knowledge,"2444569X, 25307614",2.649,39
Journal of the National Cancer Center,"20968663, 26670054",2.649,5
Computers in Industry,01663615,2.646,117
Swarm and Evolutionary Computation,22106502,2.646,88
American Journal of Public Health,"00900036, 15410048",2.645,293
Technological Forecasting and Social Change,00401625,2.644,155
Annual Review of Nutrition,"01999885, 15454312",2.643,174
IEEE Journal of Emerging and Selected Topics in Power Electronics,"21686785, 21686777",2.641,100
Diabetes,00121797,2.635,359
Digital Journalism,"2167082X, 21670811",2.634,65
Additive Manufacturing,22148604,2.633,114
IEEE Journal on Selected Topics in Signal Processing,19324553,2.631,132
Qualitative Research in Psychology,"14780895, 14780887",2.631,48
Biotechnology Advances,"18731899, 07349750",2.629,226
JACC: Basic to Translational Science,2452302X,2.629,50
Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms,-,2.626,104
Cytokine and Growth Factor Reviews,"18790305, 13596101",2.621,175
International Journal of Operations and Production Management,"17586593, 01443577",2.618,155
Protection and Control of Modern Power Systems,"23670983, 23672617",2.618,42
Reviews in Medical Virology,"10529276, 10991654",2.618,102
Alcohol research : current reviews,"21694796, 21683492",2.617,107
One Earth,"25903330, 25903322",2.617,38
Annals of Intensive Care,21105820,2.616,68
Journal of Global Economic Analysis,23772999,2.615,13
Political Psychology,"0162895X, 14679221",2.61,109
Journal of Advertising,"15577805, 00913367",2.606,126
Journal of Communication,"00219916, 14602466",2.605,156
